NM,NEWS
서울옥션,현대백화점(069960)의 한섬이 서울옥션(063170)과 손잡고 신진작가와 패션 브랜드의 협업을 지원한다. 28일 현대백화점은 다음달 2일부터 8일까지 서울 강남구 서울옥션 강남센터 지하 4~5층에서 ‘제로베이스XDKNY...
서울옥션,"하나은행은 지난 25일 서울옥션과 하나은행 아레테큐브 골드클럽에서 양사 고객을 위한 아트뱅킹, 아트서비스 제공 업무협약을 체결했다고 27일 밝혔다. 하나은행은 이 협약을 통해 미술을 자산관리와 결합해 손님들에게..."
서울옥션,"하나은행은 지난 25일 서울 강남의 하나은행 아레테큐브 골드클럽에서 서울옥션과 업무협약을 체결했다고 27일 밝혔다. 양사는 미술품 매매 및 거래 연관 비즈니스, 미술품 시장 컬렉션 자문, 미술품 담보대출뿐 아니라..."
서울옥션,낙찰받는 서울옥션이나 케이옥션 등지의 매출도 꾸준히 상승세를 보이고 있다. 그러나 기존 경매 시장은 수요와 공급의 법칙에 따른 재판매 시장이 형성돼 있는 작품이 출품되기 때문에 특정 작가들만 미술시장에...
서울옥션,"서울옥션 주가가 상승세다. 3일 한국거래소에 따르면 오전 10시 24분 기준 서울옥션은 전일 대비 5.12%(1100원) 상승한 2만2600원에 거래되고 있다. 서울옥션 시가총액은 4017억원이며, 시총순위는 코스닥 204위다...."
서울옥션,"▲ XXBLUE,NFT 미술품,메타버스,디지털 아트,서울옥션블루 아트테크는 2021년 부동산, 주식, 가상화폐와 함께 4대 투자처 중 하나로 떠올랐다. 감상의 목적과 수익의 목적을 동시에 얻을 수 있는 아트테크는 미술시장에서..."
서울옥션,“미술과 금융 결합”… 하나銀·서울옥션 MOU 하나은행은 서울옥션과 업무협약(사진)을 맺고 미술과 자산관리를 결합한 차별화된 아트뱅크 서비스를 고객들에게 제공키로 했다고 27일 밝혔다. 협약에 따라 하나은행은...
서울옥션,"17일 유통업계에 따르면 신세계백화점은 모바일 애플리케이션(앱)에 디지털 아트 갤러리 ‘아트갤러리 with 서울옥션’을 오픈하고, 업계 최초로 모바일 미술품 경매에 나선다. 미술품 경매 시장의 문턱을 낮추기 위해..."
서울옥션,"연말 서울옥션 지분 4.8%를 280억원에 인수하면서 취득 목적에 대해 ‘미술품 판매사업 및 소싱 관련 사업제휴 강화’ 차원이라고 설명했는데, 서울옥션이 NFT 사업을 전개하는 점도 주요 이슈였다. 신세계의 기술..."
서울옥션,"25일, 하나은행 아레테큐브 골드클럽에서 만난 박성호 하나은행장(사진 왼쪽)과 이옥경 (주)서울옥션 대표(제공=하나은행) 하나은행은 지난 25일 서울옥션과 하나은행 아레테큐브 골드클럽에서 양사 고객을 위한..."
서울옥션,사진=한섬  현대백화점그룹 계열 패션전문기업 한섬(020000)은 미술품 경매 회사인 서울옥션과 손잡고 다음달 2일부터 8일까지 7일간 'ZEROBASE(제로베이스)×DKNY·CLUB MONACO' 전시를 진행한다고 28일 밝혔다....
서울옥션,LG전자는 미술품 경매회사 서울옥션블루와 협업해 NFT(대체불가토큰) 예술 작품 분야 콘텐츠 사업을 공동 추진한다고 16일 밝혔다. NFT는 블록체인을 활용해 콘텐츠에 고유한 인식값을 매기는 기술이다. NFT...
서울옥션,디지털 아트 갤러리 '아트갤러리 위드 서울옥션'은 백화점 앱에 로그인 하면 누구나 무료로 전시 관람이 가능하며 온라인 경매도 참여할 수 있다. 신세계는 지난해 서울옥션에 280억원을 투자하고 4.82%의 지분을...
서울옥션,신세계그룹이 지난해 서울옥션에 280억원을 투자하고 4.82%의 지분을 확보하는 등 백화점의 ‘아트 비즈니스’가 속도를 내는 상황에서 미술계 일각에서는 케이옥션과 현대백화점이 손잡는 것 아니냐는 관측도 나온다....
서울옥션,"핵심요약서울옥션 22일, 케이옥션 23일 경매 열려 이중섭의 '닭과 가족'(1954)과 김환기의 '화실'(1957)이 나란히 양대 옥션사 3월 경매에 출품됐다. 케이옥션 경매에 출품된 '닭과 가족'은 이중섭(1916~1956)의..."
서울옥션,서울옥션과 더불어 국내 양대 경매사다. 2021년 상반기 기준 케이옥션 시장점유율은 42.23%로 국내 시장 2위 수준이다. 창업자는 도현순 대표다. 서울대에서 경제학을 전공한 도 대표는 한국은행 외화자금과에서 채권을...
서울옥션,구사마 야요이 '땡땡이 비너스' 40억 출품(사진=서울옥션) 서울옥션에서 구사마 야요이의 작품을 향한 관심이 뜨겁다. 22일 오후 3시에 열리는 서울옥션 정기경매에 구사마 작품 '무한 그물에 의해 소멸된 비너스'가...
서울옥션,▲신세계백화점의 아트갤러리 with 서울옥션 이미지/사진=신세계백화점 제공  신세계백화점이 자사 앱 '아트갤러리 with 서울옥션'에서 업계 최초로 미술품 모바일 경매를 진행한다고 17일 밝혔다. 신세계는...
서울옥션,하나은행(은행장 박성호)이 국내 최초의 미술품 경매 회사 서울옥션(대표 이옥경)과 함께 미술과 자산관리의 결합인 '아트뱅크'를 브랜드화 한다. 하나은행은 25일 오후 강남구 소재 하나은행 아르테큐브 골드클럽에서...
서울옥션,아트갤러리 with 서울옥션 앱 페이지 이미지. 사진 신세계백화점 제공 [뉴스락]  신세계백화점이 모바일 앱에 디지털 아트 갤러리를 오픈한다고 17일 밝혔다. 국내 백화점 최초로 갤러리의 문을 연 신세계가 온라인...
서울옥션,"이에 우선 서울옥션블루와 협업으로 한국 추상미술의 거장 故 김환기 화백의 대표작인 우주(Universe, 05-Ⅳ-71 #200)의 NFT 작품을 22일 첫 경매에 시작한다. ‘우주’의 NFT 작품은 원작에 표현된 푸른색의 무수한..."
서울옥션,협약식에 참석한 박성호 하나은행장(왼쪽)이 이옥경 서울옥션 대표와 기념촬영을 하고 있다. /하나은행 하나은행은 지난 25일 서울 강남의 하나은행 아레테큐브 골드클럽에서 서울옥션과 업무협약을 체결했다고 27일...
서울옥션,"“노은님 작가의 ‘무제’ 작품, 20만원씩, 160만원부터 시작합니다.” 1월 25일 오후 3시 25분, 서울옥션 경매 현장에서 호스트가 한 멘트다. 기자는 공식 홈페이지에 공개된 링크에 접속해 ‘온라인 라이브 응찰’..."
서울옥션,두 국민화가의 작품이 미술품 양대 경매사인 서울옥션과 케이옥션 경매에 잇달아 나온다. 한국 근현대 미술을 대표하는 두 거장의 1950년대 대표작이 나란히 출품됐다는 점에서 눈길을 끈다. 공교롭게도 둘 다...
서울옥션,"기사내용 요약회당 1천만원 이상 구입 컬렉터 중 40%가 MZ 세대 지난해 서울옥션 '소투' 론칭 이어 케이옥션, ‘아트투게더’에 전략투자 [서울=뉴시스] 박현주 미술전문 기자 = 단돈 1만원으로 김환기, 이우환의 작품..."
서울옥션,국내 양대 미술품 경매사 케이옥션과 서울옥션이 한국 근현대미술 대표 작가들 작품 경매를 연이어 개최한다. 케이옥션은 오는 23일 열리는 경매에 이중섭의 말년작인 ‘닭과 가족’이 시작가 14억으로 출품된다고...
서울옥션,서울옥션ㆍ케이옥션이 이달 각각 22일ㆍ23일 김환기 ‘화실’ㆍ이중섭 ‘닭과 가족’ 선봬 김환기(1913~19740) vs 이중섭(1916~1956). 우리 근현대 미술사의 최고 거장으로 꼽히는 두 인물이다. 오는 22일과 23일...
서울옥션,이달 22일 서울옥션 봄 경매 1950년대 파리시절 대표작 16억~25억원에 출품돼 눈길 국내 첫 등장 제이미 홈스作 푸들 그리는 카미조 작품 등 163억대 미술품 122점 선보여 1950년대 중후반 김환기는 '파리의 이방인...
서울옥션,"서울옥션이지난해 호실적이 공시했지만, 주가는 하락세를 나타내고 있다. 15일 한국거래소에 따르면 오후 1시 57분 기준 서울옥션의 주가는 전일 보다 3.5%하락한 2만650원을 기록하고 있다. 지난해 호실적과 각종..."
서울옥션,서울옥션이 가파른 하락세다. 서울옥션은 15일 코스닥 시장에서 오후 1시48분 현재 전 거래일 대비 3.74%(800원) 하락한 2만600원에 거래되고 있다. 이 회사는 10일부터 이날까지 4거래일 연속 하락세다....
서울옥션,"백화점 앱의 '아트갤러리 with 서울옥션'에 접속하면 누구나 무료로 전시를 관람하고 온라인 경매에도 참여할 수 있다. 첫 번째 전시는 '제로베이스 : 디에딧'으로 18일부터 31일까지 열린다. 김희경, 이종기 등 신진 작가..."
서울옥션,"서울옥션이 올해 첫 메이저 경매인 '제165회 미술품 경매'를 오는 22일(화) 오후 3시 서울옥션 강남센터에서 엽니다. 이번 경매에는 한국 근현대 작품과 해외 유명 작가의 회화, 조각품, 그리고 다양한 고미술품 등..."
서울옥션,"서울옥션이 2021년 연결기준으로 매출 790억2005만 원, 영업이익 194억7539만 원, 순이익 167억5037만 원을 거둔 것으로 잠정집계됐다고 15일 공시했다. 2020년보다 매출은 174% 늘고 영업이익과 순이익은..."
서울옥션,서울옥션의 지난해 연간 연결기준 잠정 영업이익은 194억7539만원으로 최근 3개월간 증권사가 예상한 214억원 대비 9% 낮아 컨센서스에 미달했다. 15일 전자공시에 따르면 서울옥션은 지난해 연간 연결기준...
서울옥션,서울옥션은 9∼10일 부산 해운대구 그랜드 조선 부산 4층에 위치한 서울옥션 부산점에서 165회 메이저 경매 부산프리뷰 전시를 연다고 8일 밝혔다. 이번 프리뷰에서는 1950년대 후반 작품인 김환기의 '매화와 달과 백자...
서울옥션,지난해는 미술계에서 ‘서울옥션의 해’이라는 말이 돌았다. 미술품 거래 시장이 뜨겁게 달아오른 데다 조각 투자 등 다양한 대체 투자 시장까지 떠올라서다. 특히 국내 1위 미술 경매 업체인 서울옥션은 이런 시장의...
서울옥션,서울옥션이 급등 중이다. 서울옥션은 26일 코스닥 시장에서 오전 11시17분 현재 전 거래일 대비 5.71%(1300원) 상승한 2만4050원에 거래되고 있다. 이 회사는 21일부터 25일까지 3거래일 연속 하락세다....
서울옥션,미술시장에 무명의 작가가 이름을 빛낸 건 지난해 서울옥션 경매에서다. 우국원 작가와 함께 억대에 낙찰행진을 기록하며 떠올랐다. 멸종한 '도도새'를 주인공으로한 작품은 '이상 현상'이라 할 만큼 높은 가격에...
서울옥션,서울옥션이 가파른 하락세다. 서울옥션은 24일 코스닥 시장에서 낮 12시23분 현재 전 거래일 대비 4.8%(1300원) 하락한 2만5800원에 거래되고 있다. 이 회사는 18일부터 20일까지 1~5%의 상승폭을 나타낸 뒤 21일 3....
서울옥션,"기사내용 요약무관중 진행...총 136점 약 61억 원 규모 '호랑이' 그림과 '와인'섹션 선보여 박현주 미술전문 기자 = 새해 한국화랑협회가 자체 경매를 하겠다고 양대 옥션사에 선언을 한 가운데, 서울옥션 2022년 첫..."
서울옥션,"서울옥션 CI / 사진=서울옥션 석수정 기자=서울옥션의 주가가 상승세를 보이고 있다. 12일 오후 2시 36분 기준 서울옥션은 전 거래일 대비 1.48% 오른 27,400원에 거래 중이다. 서울옥션은 회화, 도자기와 같은 미술품을..."
서울옥션,서울옥션은 신사업 투자 등을 위한 280억원 규모의 제3자 배정 유상증자를 결정했다. 주당 3만 2681원에 발행하는 신주 85만 6767주(4.82%)를 신세계가 취득하게 된다(사진=서울옥션). 활황 미술시장이 또 다른 ‘몸집...
서울옥션,기사내용 요약서울옥션·신세계 사업 제휴 협약서 체결 블랙랏·NFT 및 메타버스 사업 협력 추진 서울옥션 올 한해 경매낙찰률 79% 낙찰총액 1670억 원 작년보다 낙찰금 약 3.8배 증가…온라인 경매 2.4배 늘어 [서울...
세아제강지주,22일 △조선내화 △세아제강지주 △한국조선해양 △현대미포조선 △S-OIL △세아특수강 △한국유나이티드제약 △테이팩스 △홋데하이마트 △세아제강 △현대에너지솔루션 △현대중공업...
세아제강지주,"세아제강지주(대표이사 이주성 김태현)는 지난해 매출액 2조8417억원, 영업이익 2989억원, 당기순이익 2266억원을 기록했다고 15일 밝혔다. 전년비 각각 23%, 345%, 572% 대폭 증가했다. 세아제강의 R&amp;D 센터 전경. [사진..."
세아제강지주,"세아제강지주는 3월 22일 마포구 한국사회복지회관 6층 대회의실에서 주주총회를 연다. 주요 안건은 영업보고, 감사보고, 내부회계관리제도 운영실태 보고, 외부감사인 선임 보고가 있다. 또 정관 변경의 건과..."
세아제강지주,세아제강지주는 자회사인 세아씨엠이 결산배당으로 보통주 주당 3500원을 현금배당한다고 7일 공시했다. 배당금총액은 70억원이다.
세아제강지주,"현재 세아그룹내 최상위 지주사는 세아홀딩스와 세아제강지주 두 곳이다. 이태성 사장은 홀딩스를, 이태성 사장의 사촌이자 세아그룹 이순형 회장 장남인 이주성 사장은 제강지주를 통해 경영 전면에 나섰다. 두 지주사간..."
